bot_hp,enemy_hp,distance,bot_x,enemy_x,bot_cooldown,enemy_last_action,time_left,action
58.0,43.0,1.61,3.45,5.06,0,punch,93.3,move_right
64.0,82.0,0.8,4.62,5.42,2,jump,96.6,idle
1.0,73.0,0.12,7.14,7.26,0,move_right,91.5,move_right
55.0,73.0,0.27,6.27,6.0,2,jump,91.8,idle
100.0,100.0,2.18,3.81,5.99,0,punch,97.3,move_right
67.0,31.0,0.96,7.82,8.78,1,kick,90.3,block
100.0,100.0,4.9,4.4,9.3,0,idle,97.7,move_right
4.0,64.0,0.1,9.04,9.13,0,move_right,88.2,move_right
85.0,94.0,1.18,6.19,7.37,0,punch,96.2,block
22.0,16.0,1.21,7.99,9.2,6,idle,91.4,idle
19.0,73.0,0.21,5.31,5.1,0,idle,91.3,move_left
91.0,88.0,1.57,4.02,5.59,0,punch,96.2,kick
85.0,82.0,1.19,4.29,5.48,1,idle,96.4,idle
10.0,61.0,0.26,8.84,8.58,0,jump,88.5,move_left
13.0,52.0,1.15,7.35,8.5,1,idle,93.6,idle
82.0,67.0,1.53,8.47,10.0,3,move_right,93.3,idle
43.0,79.0,1.84,3.85,5.68,1,idle,94.6,idle
76.0,64.0,1.48,4.04,5.52,0,block,95.4,punch
100.0,100.0,3.85,1.37,5.22,0,move_right,98.7,jump
82.0,100.0,1.62,7.0,8.62,0,kick,95.7,move_left
82.0,91.0,0.14,7.67,7.81,3,move_left,96.5,idle
28.0,67.0,0.33,4.93,5.26,0,block,94.8,move_right
13.0,28.0,0.13,5.47,5.59,3,block,91.3,idle
58.0,76.0,1.36,5.62,6.97,3,idle,94.8,idle
43.0,55.0,0.38,4.2,4.58,0,punch,94.1,block
100.0,100.0,1.57,7.17,8.74,3,special,97.2,idle
52.0,61.0,0.93,8.47,9.4,3,idle,92.0,idle
55.0,64.0,0.98,6.59,7.57,1,idle,94.1,idle
67.0,43.0,0.43,5.77,6.19,3,kick,94.1,block
94.0,94.0,1.4,6.75,8.15,3,punch,96.2,idle
10.0,73.0,0.18,5.61,5.43,0,jump,94.7,kick
100.0,94.0,1.22,8.18,9.4,5,idle,96.0,idle
100.0,91.0,0.86,4.27,5.13,0,jump,96.2,jump
67.0,79.0,1.12,7.22,8.34,0,move_left,92.9,kick
100.0,100.0,1.35,8.65,10.0,3,idle,95.6,idle
37.0,61.0,1.88,3.97,5.85,3,move_right,94.1,idle
100.0,100.0,3.36,3.52,6.88,0,jump,98.1,move_right
67.0,76.0,0.15,7.64,7.79,0,move_left,93.4,punch
76.0,64.0,0.75,8.65,9.4,3,move_right,93.2,idle
67.0,16.0,1.21,7.52,8.73,0,move_right,92.6,punch
94.0,82.0,1.22,7.73,8.95,1,idle,96.4,idle
58.0,82.0,0.23,6.43,6.66,3,punch,95.3,block
73.0,91.0,0.2,8.9,9.1,1,move_left,94.0,idle
73.0,73.0,1.57,5.11,6.68,3,punch,94.6,idle
100.0,100.0,2.26,6.12,8.38,0,idle,97.4,jump
52.0,55.0,1.26,5.8,7.06,0,kick,90.6,jump
67.0,34.0,0.08,8.42,8.5,0,idle,91.8,kick
100.0,100.0,3.42,4.8,8.22,0,punch,98.3,move_right
49.0,49.0,1.81,8.19,10.0,0,move_right,91.3,jump
100.0,100.0,2.32,6.23,8.56,0,block,97.0,move_right
91.0,85.0,1.61,5.36,6.98,0,jump,95.6,move_right
43.0,55.0,0.55,5.87,6.42,0,move_left,89.7,special
100.0,100.0,3.26,4.13,7.39,0,move_right,98.3,jump
31.0,79.0,0.18,5.69,5.52,0,idle,93.0,kick
100.0,100.0,2.45,4.51,6.96,0,jump,98.0,move_right
43.0,61.0,0.76,8.51,9.27,0,move_left,89.8,jump
100.0,100.0,7.76,2.24,10.0,0,move_right,98.1,jump
85.0,70.0,1.26,7.82,9.08,0,jump,92.3,block
100.0,100.0,1.39,5.54,6.94,3,punch,98.1,idle
4.0,61.0,0.04,3.55,3.51,0,move_left,94.0,special
94.0,100.0,1.57,6.95,8.52,1,punch,96.6,idle
94.0,82.0,0.68,7.71,8.39,0,move_left,95.4,punch
31.0,94.0,1.28,7.08,8.35,1,punch,97.0,idle
40.0,28.0,1.14,5.81,4.66,0,jump,90.9,move_left
100.0,76.0,1.9,6.32,8.22,6,move_right,95.8,idle
100.0,100.0,1.33,6.47,7.81,0,special,97.0,jump
13.0,58.0,0.04,9.17,9.13,0,punch,89.9,jump
85.0,88.0,1.86,5.32,7.18,3,move_right,96.2,idle
22.0,64.0,0.1,6.8,6.9,0,idle,94.0,move_right
100.0,100.0,6.76,1.01,7.77,0,kick,98.7,move_right
100.0,100.0,1.88,3.9,5.78,0,block,97.8,move_right
1.0,61.0,0.26,8.84,8.58,0,idle,88.1,move_left
88.0,73.0,1.57,5.11,6.68,3,punch,95.3,idle
49.0,52.0,0.36,5.81,6.16,2,jump,93.0,idle
100.0,100.0,1.44,3.7,5.14,6,move_left,98.8,idle
1.0,55.0,0.21,8.21,8.0,0,kick,90.0,block
4.0,52.0,0.08,6.97,7.05,0,kick,91.5,jump
100.0,100.0,1.23,4.63,5.86,0,move_left,98.2,kick
73.0,82.0,1.25,6.01,7.26,0,special,96.3,block
34.0,52.0,1.07,8.53,9.6,1,move_left,91.5,idle
100.0,100.0,6.08,3.62,9.7,0,move_left,98.4,jump
100.0,88.0,1.26,5.46,6.72,1,kick,95.6,idle
88.0,91.0,0.89,7.76,8.65,2,idle,95.4,idle
100.0,100.0,5.42,0.77,6.19,0,punch,98.4,jump
76.0,52.0,0.71,3.45,4.16,1,block,94.2,idle
10.0,7.0,0.51,6.18,5.66,0,move_left,86.7,special
79.0,55.0,1.18,8.52,9.7,3,block,92.6,idle
100.0,82.0,1.78,4.04,5.82,3,move_right,97.2,idle
82.0,73.0,0.93,8.47,9.4,1,idle,93.5,idle
100.0,100.0,2.74,4.64,7.38,0,move_left,97.3,move_right
100.0,100.0,4.83,2.52,7.35,0,kick,98.7,move_right
43.0,55.0,0.85,5.87,6.72,6,move_right,89.6,idle
55.0,88.0,1.67,4.84,6.51,3,move_right,94.4,idle
73.0,46.0,1.25,8.45,9.7,2,move_right,93.7,idle
37.0,76.0,0.19,4.22,4.41,0,move_right,94.7,punch
22.0,58.0,0.38,6.61,6.99,0,idle,91.1,move_right
70.0,76.0,1.36,7.58,8.93,0,punch,94.9,block
58.0,67.0,1.56,5.5,7.06,0,idle,92.3,kick
100.0,100.0,1.73,6.76,8.49,0,kick,97.8,move_right
55.0,82.0,0.93,8.47,9.4,0,punch,91.5,block
7.0,58.0,0.26,8.57,8.83,0,jump,89.5,move_right
16.0,61.0,1.06,8.94,10.0,0,punch,87.9,block
13.0,73.0,0.54,9.46,10.0,0,punch,91.9,block
73.0,94.0,1.22,6.84,8.06,2,jump,93.2,idle
40.0,64.0,0.07,6.43,6.36,0,idle,94.2,punch
58.0,76.0,1.4,6.31,7.71,0,idle,92.2,punch
52.0,61.0,0.63,8.47,9.1,1,move_left,91.8,idle
73.0,91.0,0.5,8.9,9.4,2,kick,94.1,block
100.0,100.0,3.58,5.2,8.77,0,block,98.9,jump
52.0,37.0,1.03,5.47,6.49,2,special,92.8,block
79.0,73.0,1.57,5.11,6.68,1,kick,94.7,kick
55.0,76.0,1.18,8.19,9.37,0,punch,91.1,block
94.0,46.0,1.87,8.13,10.0,4,kick,93.0,idle
52.0,94.0,0.33,4.63,4.96,2,punch,96.1,block
64.0,64.0,0.28,6.32,6.59,0,move_right,94.6,block
100.0,100.0,2.82,6.65,9.47,0,kick,98.3,move_right
100.0,82.0,1.36,7.74,9.1,0,idle,93.7,kick
37.0,25.0,1.59,6.48,8.06,2,jump,90.3,idle
100.0,94.0,1.34,5.23,6.57,1,block,97.8,idle
100.0,100.0,4.78,3.7,8.48,0,move_right,97.7,jump
43.0,49.0,0.48,8.32,8.8,1,punch,92.1,block
100.0,94.0,1.52,8.18,9.7,0,punch,96.3,idle
37.0,82.0,0.49,4.22,4.71,1,punch,95.2,block
10.0,67.0,0.27,6.35,6.08,4,idle,91.6,idle
34.0,37.0,0.3,6.91,7.2,3,idle,90.5,idle
52.0,46.0,0.74,7.67,8.41,3,move_left,92.5,idle
88.0,91.0,0.59,7.76,8.35,1,move_left,95.3,idle
16.0,25.0,1.34,5.93,4.6,0,idle,86.9,punch
100.0,100.0,4.95,4.16,9.11,0,kick,97.8,move_right
7.0,64.0,0.23,7.21,6.98,0,jump,92.2,move_left
100.0,100.0,2.06,2.95,5.01,0,jump,98.9,jump
4.0,40.0,0.3,8.5,8.2,0,move_right,89.5,kick
34.0,55.0,1.35,3.27,1.92,0,move_right,93.5,jump
100.0,100.0,1.74,7.32,9.05,0,idle,95.6,move_right
100.0,100.0,5.56,2.21,7.77,6,jump,98.2,idle
55.0,70.0,1.51,8.49,10.0,3,move_right,90.6,idle
100.0,100.0,4.3,3.4,7.7,0,kick,98.8,move_right
1.0,64.0,0.21,7.88,7.67,0,move_left,91.6,move_left
79.0,85.0,0.54,5.81,6.36,2,punch,94.2,block
88.0,82.0,0.92,7.73,8.65,2,punch,95.9,block
13.0,25.0,1.66,3.86,5.52,0,move_right,92.1,move_right
4.0,25.0,0.96,5.91,6.87,0,move_right,90.1,punch
19.0,13.0,0.18,5.21,5.04,1,move_right,89.7,idle
49.0,88.0,1.65,6.31,7.96,2,move_right,96.4,idle
100.0,100.0,2.9,4.51,7.41,0,punch,98.8,move_right
16.0,64.0,0.28,8.33,8.05,0,idle,91.1,move_left
100.0,100.0,7.09,2.61,9.7,2,move_left,98.0,move_right
13.0,13.0,1.64,4.48,2.84,0,move_left,88.3,punch
28.0,61.0,0.16,6.97,7.13,0,block,92.5,move_right
100.0,100.0,3.39,5.94,9.33,0,move_right,97.8,move_right
7.0,40.0,0.88,8.52,9.4,0,idle,88.1,jump
100.0,100.0,5.07,1.97,7.04,0,kick,97.8,move_right
100.0,100.0,4.05,5.66,9.71,0,move_right,97.3,move_right
7.0,25.0,0.52,7.43,7.96,4,kick,91.2,block
52.0,79.0,1.44,8.56,10.0,1,punch,92.8,idle
58.0,67.0,1.56,5.5,7.06,0,move_right,91.9,block
61.0,85.0,1.23,5.15,6.38,3,punch,96.3,idle
94.0,88.0,1.27,7.53,8.8,2,punch,96.4,idle
91.0,82.0,0.28,7.09,7.37,0,kick,96.1,block
31.0,64.0,1.1,4.62,5.72,1,punch,94.2,block
7.0,37.0,0.57,4.65,4.08,0,jump,91.5,punch
28.0,70.0,1.32,7.49,8.81,2,kick,94.2,idle
49.0,73.0,1.59,3.81,5.4,3,kick,94.9,idle
64.0,82.0,1.28,6.28,7.57,0,move_left,95.0,kick
100.0,100.0,2.52,2.21,4.74,0,idle,98.8,jump
100.0,91.0,1.92,5.5,7.42,2,move_right,97.5,idle
85.0,73.0,0.4,6.8,7.2,2,kick,95.7,block
94.0,100.0,1.35,5.41,6.76,0,special,98.6,jump
64.0,94.0,1.14,8.56,9.7,0,move_left,94.0,kick
55.0,73.0,0.36,5.62,5.98,0,jump,93.7,kick
73.0,85.0,1.52,7.01,8.53,2,punch,95.1,idle
100.0,100.0,3.92,4.74,8.66,0,move_right,95.4,move_right
52.0,61.0,0.33,8.47,8.8,3,move_left,91.6,idle
100.0,100.0,2.82,5.39,8.21,0,idle,97.4,move_right
16.0,73.0,1.09,5.82,6.91,0,punch,94.2,block
73.0,88.0,0.98,8.42,9.4,0,move_left,95.0,kick
10.0,16.0,1.49,5.19,6.68,0,move_right,92.2,kick
55.0,58.0,0.28,6.32,6.59,3,kick,94.4,block
100.0,100.0,2.44,6.48,8.92,0,special,98.0,jump
64.0,73.0,1.43,7.36,8.79,0,punch,94.9,idle
25.0,43.0,0.74,8.66,9.4,0,kick,89.1,block
28.0,79.0,0.02,7.78,7.8,0,kick,89.5,block
76.0,94.0,1.83,7.57,9.4,0,punch,94.2,jump
100.0,100.0,2.32,4.74,7.06,0,move_right,97.2,move_right
25.0,49.0,0.68,5.48,6.16,4,punch,94.0,block
85.0,100.0,1.15,7.6,8.75,0,move_left,94.2,kick
82.0,73.0,1.1,7.31,8.41,0,idle,95.0,block
100.0,91.0,1.88,6.45,8.33,2,move_right,96.5,idle
49.0,67.0,0.78,7.34,8.12,0,kick,93.9,block
94.0,85.0,0.04,4.27,4.23,0,punch,95.7,jump
61.0,82.0,1.37,7.63,9.0,2,kick,94.8,idle
94.0,70.0,1.28,7.05,8.33,3,move_left,95.1,idle
85.0,34.0,0.38,8.42,8.8,2,jump,92.1,idle
100.0,100.0,1.2,7.3,8.5,0,idle,95.9,kick
28.0,40.0,0.6,8.5,7.9,3,punch,90.2,block
88.0,73.0,1.29,4.95,6.24,3,jump,95.3,idle
43.0,70.0,1.95,6.91,8.86,1,block,95.3,idle
64.0,76.0,1.32,6.59,7.91,2,move_right,95.7,idle
100.0,100.0,4.88,3.57,8.44,0,move_right,98.3,move_right
10.0,43.0,1.51,8.19,9.7,0,move_right,88.0,kick
43.0,76.0,1.21,7.93,9.13,1,idle,94.3,idle
100.0,100.0,2.04,6.38,8.42,0,punch,98.1,move_right
1.0,64.0,0.12,9.09,9.21,0,punch,87.6,block
70.0,82.0,1.31,7.49,8.8,3,move_right,95.4,idle
100.0,100.0,2.92,5.33,8.26,0,move_right,97.4,move_right
73.0,64.0,1.89,6.81,8.7,0,move_right,95.6,move_right
79.0,73.0,1.29,4.95,6.24,2,kick,95.2,idle
1.0,16.0,0.37,8.43,8.8,2,punch,87.2,block
100.0,100.0,3.76,3.53,7.3,0,move_left,97.4,move_right
46.0,76.0,0.96,7.88,6.92,0,idle,93.4,jump
79.0,94.0,1.33,5.05,6.38,3,punch,97.2,idle
100.0,100.0,2.22,6.32,8.54,0,block,97.7,jump
94.0,70.0,1.55,4.53,6.08,0,idle,95.7,special
55.0,49.0,1.89,4.08,5.96,2,jump,95.3,idle
91.0,94.0,0.84,5.81,6.66,2,idle,95.7,idle
94.0,88.0,1.87,3.61,5.48,1,move_right,97.8,idle
10.0,73.0,0.08,9.92,10.0,0,move_right,92.7,move_right
25.0,52.0,0.0,7.3,7.3,0,idle,92.1,move_left
61.0,64.0,0.73,4.2,4.93,0,kick,95.1,block
70.0,58.0,0.17,4.26,4.43,2,jump,94.1,move_right
22.0,28.0,1.08,7.34,8.42,3,move_left,91.2,idle
61.0,73.0,1.56,5.76,7.32,2,kick,94.1,idle
100.0,100.0,3.85,4.65,8.5,0,idle,98.6,move_right
100.0,94.0,1.51,6.43,7.93,2,punch,97.9,idle
100.0,100.0,2.42,5.81,8.23,0,move_right,97.2,jump
100.0,100.0,3.76,4.32,8.08,0,move_right,98.1,move_right
73.0,94.0,1.58,3.67,5.25,2,special,97.3,idle
100.0,91.0,1.02,7.22,8.24,1,jump,97.0,idle
34.0,64.0,1.16,6.67,7.84,3,punch,92.8,block
100.0,100.0,5.54,4.46,10.0,0,move_right,95.9,move_right
100.0,94.0,1.09,6.28,7.37,0,special,97.3,jump
52.0,82.0,0.68,5.97,6.64,0,kick,93.5,block
100.0,100.0,2.35,6.7,9.05,0,kick,95.7,punch
70.0,67.0,1.14,5.81,6.96,2,punch,93.0,block
67.0,70.0,1.27,7.93,9.21,2,punch,95.8,idle
82.0,82.0,0.16,7.67,7.51,1,punch,96.1,block
55.0,88.0,0.64,6.44,7.08,4,move_right,93.0,idle
58.0,7.0,0.68,8.72,9.4,5,idle,91.1,idle
100.0,100.0,6.28,1.89,8.17,0,special,98.9,move_right
37.0,25.0,1.89,6.48,8.36,3,punch,90.1,kick
82.0,58.0,0.76,4.42,5.17,0,move_right,95.7,kick
43.0,58.0,0.49,7.71,8.2,0,kick,92.7,block
49.0,73.0,0.73,8.46,9.19,2,move_left,94.5,idle
1.0,85.0,0.18,6.38,6.2,0,idle,95.6,move_left
43.0,61.0,0.76,8.51,9.27,2,idle,89.5,idle
67.0,85.0,1.6,5.69,7.29,0,punch,93.6,block
58.0,88.0,1.62,7.0,8.62,0,jump,93.7,move_right
100.0,100.0,0.83,7.03,7.86,2,jump,96.6,idle
1.0,67.0,0.58,8.18,7.6,0,move_right,91.7,move_left
91.0,76.0,1.72,4.61,6.34,1,idle,98.4,idle
31.0,61.0,0.3,4.34,4.64,2,punch,90.9,move_left
52.0,61.0,0.93,5.82,6.75,3,punch,94.5,block
49.0,73.0,0.36,5.81,6.16,1,kick,94.0,block
100.0,100.0,5.53,3.74,9.27,0,move_right,98.5,move_right
55.0,88.0,1.66,4.87,6.53,1,move_right,97.1,idle
49.0,70.0,1.06,8.34,9.4,1,move_left,91.4,idle
43.0,37.0,0.54,7.01,7.54,0,block,93.1,kick
37.0,67.0,0.74,8.66,9.4,3,move_left,91.6,idle
70.0,43.0,1.42,7.74,9.16,2,move_right,91.4,idle
43.0,46.0,0.83,5.2,6.04,0,idle,93.9,block
73.0,100.0,1.83,4.63,6.46,0,kick,97.1,jump
73.0,73.0,1.21,8.19,9.4,0,kick,93.4,block
25.0,31.0,1.25,4.83,6.08,0,special,93.1,block
79.0,25.0,0.01,5.55,5.56,1,move_right,91.0,idle
85.0,82.0,1.19,4.29,5.48,2,kick,96.5,block
34.0,76.0,1.57,7.25,8.82,0,move_right,93.7,punch
100.0,100.0,5.7,1.9,7.6,0,jump,98.9,jump
100.0,94.0,2.34,6.0,8.34,0,move_right,97.4,move_right
100.0,100.0,3.42,2.62,6.04,0,block,98.6,move_right
100.0,100.0,4.93,4.1,9.03,0,block,98.0,move_right
22.0,55.0,0.37,7.67,7.3,3,move_left,90.8,idle
58.0,76.0,1.36,8.34,9.7,0,punch,91.9,block
100.0,100.0,4.83,2.75,7.58,0,idle,99.0,move_right
73.0,58.0,0.77,4.94,5.7,0,punch,95.9,jump
100.0,100.0,4.52,3.24,7.76,0,special,97.6,jump
40.0,46.0,0.24,5.81,5.56,2,punch,91.9,block
25.0,52.0,0.3,8.8,9.1,0,move_right,91.1,move_right
37.0,85.0,1.22,7.44,8.66,3,punch,91.0,idle
31.0,76.0,0.53,7.03,7.56,5,move_right,92.3,jump
100.0,94.0,1.14,8.54,9.68,1,idle,96.7,idle
1.0,64.0,0.48,9.39,8.91,0,move_left,87.0,move_left
55.0,88.0,1.54,3.25,4.78,5,kick,96.6,idle
85.0,79.0,1.34,5.53,6.87,0,special,95.1,block
40.0,61.0,1.59,6.41,8.0,1,move_right,93.2,idle
100.0,100.0,1.4,8.6,10.0,3,idle,95.2,idle
100.0,100.0,4.45,3.4,7.85,2,idle,97.5,idle
100.0,100.0,2.34,6.08,8.42,0,special,98.2,move_right
100.0,100.0,7.67,1.61,9.28,0,idle,98.8,move_right
76.0,82.0,1.8,5.71,7.5,0,move_right,93.8,move_right
43.0,79.0,0.98,5.18,6.16,0,jump,95.4,punch
100.0,100.0,3.7,3.32,7.02,0,kick,97.7,move_right
49.0,49.0,1.59,4.98,6.56,1,punch,94.2,idle
85.0,100.0,1.09,4.24,5.34,3,kick,98.5,block
100.0,100.0,2.82,3.7,6.52,0,move_right,98.3,move_right
100.0,100.0,3.23,5.86,9.09,0,block,98.4,move_right
100.0,94.0,1.34,8.66,10.0,3,idle,94.4,idle
82.0,100.0,1.64,6.77,8.41,0,kick,97.3,move_right
43.0,64.0,0.68,7.71,8.39,2,special,93.6,move_left
58.0,94.0,1.58,4.71,6.29,1,idle,95.9,idle
22.0,43.0,0.14,8.51,8.37,0,jump,86.5,special
100.0,100.0,2.76,4.31,7.06,0,jump,97.9,jump
37.0,52.0,1.51,6.79,8.3,0,move_left,94.3,move_right
82.0,73.0,0.93,8.47,9.4,4,idle,93.8,idle
61.0,70.0,2.1,3.74,5.84,1,move_right,93.6,idle
40.0,64.0,1.04,7.13,6.1,0,idle,90.4,block
67.0,91.0,0.45,6.81,7.25,0,jump,94.9,block
79.0,49.0,1.18,8.5,9.67,0,kick,94.2,block
61.0,58.0,0.64,8.54,7.9,5,special,93.4,block
94.0,94.0,1.2,4.34,5.54,2,punch,97.3,idle
1.0,43.0,0.65,6.01,6.66,0,kick,93.8,block
70.0,73.0,1.43,7.36,8.79,0,kick,95.1,block
19.0,79.0,0.81,4.85,5.65,4,kick,93.1,block
13.0,67.0,0.14,9.4,9.26,0,idle,91.4,move_left
94.0,94.0,1.17,7.18,8.35,3,move_left,95.8,idle
82.0,100.0,1.04,5.19,6.22,0,move_left,97.2,kick
64.0,91.0,1.21,5.39,6.6,0,punch,95.4,block
10.0,25.0,1.27,8.43,9.7,1,kick,88.5,idle
100.0,100.0,3.78,5.08,8.86,6,idle,97.5,idle
79.0,31.0,0.59,5.55,4.96,4,move_right,91.7,idle
100.0,100.0,5.23,3.82,9.04,0,kick,98.3,move_right
37.0,67.0,1.76,7.97,9.73,3,move_right,92.5,idle
100.0,91.0,1.56,6.82,8.38,3,punch,96.1,idle
76.0,73.0,0.98,6.89,7.87,0,punch,95.2,block
37.0,61.0,0.6,4.34,4.94,2,move_left,92.1,jump
100.0,100.0,7.32,1.59,8.91,0,move_left,97.8,move_right
100.0,100.0,3.65,5.45,9.1,0,move_left,98.1,jump
43.0,82.0,0.57,5.94,6.51,1,block,94.5,idle
61.0,67.0,0.86,7.97,8.83,0,kick,93.6,jump
100.0,100.0,5.99,3.55,9.53,0,punch,97.9,move_right
16.0,70.0,0.12,5.39,5.52,0,kick,92.4,move_right
88.0,91.0,1.02,6.77,7.79,3,punch,96.1,block
13.0,64.0,0.97,6.01,6.98,0,move_right,92.8,move_right
55.0,61.0,0.33,4.65,4.98,1,punch,94.5,block
100.0,100.0,5.42,0.77,6.19,0,punch,98.6,move_left
94.0,100.0,1.6,6.7,8.3,2,punch,97.1,idle
76.0,64.0,0.98,5.71,6.69,1,move_left,95.6,idle
100.0,100.0,1.76,6.77,8.53,0,special,96.6,move_right
100.0,82.0,1.62,4.6,6.22,4,kick,97.5,idle
76.0,64.0,0.68,5.71,6.39,0,move_left,95.5,jump
61.0,73.0,2.16,5.76,7.92,0,move_right,93.8,move_right
31.0,25.0,1.03,6.8,7.83,3,idle,92.5,idle
100.0,100.0,4.58,2.99,7.57,0,kick,98.3,move_right
55.0,25.0,0.16,4.42,4.57,1,punch,93.1,block
100.0,100.0,2.19,3.51,5.7,0,jump,97.3,move_left
58.0,49.0,0.62,8.48,9.1,3,move_left,91.0,idle
52.0,49.0,0.22,7.43,7.66,2,move_left,92.1,idle
13.0,70.0,0.19,8.57,8.77,0,kick,93.7,block
67.0,82.0,0.29,4.77,5.06,3,move_left,96.4,idle
16.0,82.0,0.38,8.28,8.65,0,move_right,95.5,move_right
100.0,85.0,1.33,5.98,7.31,0,move_right,96.3,punch
46.0,46.0,1.2,7.4,8.6,2,jump,93.1,idle
100.0,100.0,5.53,4.04,9.57,0,move_right,98.4,move_right
67.0,76.0,1.7,6.01,7.71,0,jump,92.5,move_right
100.0,100.0,2.81,3.86,6.68,0,punch,97.1,move_right
28.0,64.0,0.87,6.47,7.34,0,move_right,91.0,block
100.0,100.0,2.61,2.45,5.05,0,special,98.4,jump
4.0,64.0,0.79,4.22,5.01,1,special,93.9,block
70.0,79.0,0.14,7.13,7.0,2,punch,93.3,block
79.0,73.0,0.99,4.95,5.94,0,move_left,95.0,punch
70.0,100.0,0.83,6.43,7.26,0,move_left,95.8,kick
7.0,55.0,0.03,6.28,6.25,0,idle,89.9,move_left
49.0,34.0,0.76,3.56,4.32,1,move_left,93.7,idle
100.0,100.0,5.83,3.44,9.27,0,move_left,98.7,jump
100.0,100.0,5.4,1.21,6.6,0,jump,98.2,move_right
58.0,64.0,0.59,4.77,5.36,5,move_right,95.0,idle
85.0,70.0,1.56,7.82,9.38,0,punch,92.7,kick
37.0,46.0,0.38,7.05,7.43,6,punch,92.4,block
43.0,34.0,0.1,6.91,6.81,3,block,93.6,idle
43.0,88.0,1.28,4.71,5.99,0,move_left,95.4,punch
22.0,46.0,1.21,7.15,8.36,1,move_right,87.5,idle
37.0,46.0,0.96,7.0,7.96,4,punch,87.8,block
70.0,85.0,0.29,7.76,8.05,0,punch,94.2,move_right
79.0,52.0,0.69,6.6,7.29,0,punch,94.7,jump
49.0,46.0,1.92,6.0,7.92,0,move_right,94.1,move_right
55.0,70.0,0.82,6.58,5.77,1,move_left,93.3,idle
100.0,100.0,6.51,1.87,8.37,0,idle,98.6,move_right
13.0,67.0,0.03,7.29,7.27,0,move_left,92.1,move_right
73.0,85.0,1.06,3.86,4.92,0,idle,97.5,special
100.0,76.0,0.97,8.13,9.1,0,move_right,95.1,kick
100.0,100.0,5.3,2.9,8.2,0,move_right,98.4,move_right
46.0,82.0,1.25,5.75,7.0,3,special,95.0,idle
70.0,79.0,1.53,6.0,7.52,0,move_right,94.7,kick
16.0,73.0,0.42,6.24,6.66,0,move_right,93.5,move_right
61.0,73.0,1.86,6.36,8.22,0,special,92.8,move_right
49.0,76.0,0.78,6.58,7.36,4,jump,93.5,idle
100.0,100.0,3.3,5.12,8.42,0,punch,97.2,move_right
100.0,100.0,1.58,4.41,5.99,0,idle,96.9,kick
61.0,79.0,0.51,4.85,5.35,2,special,94.4,block
43.0,61.0,1.06,6.42,7.48,0,move_left,92.4,kick
19.0,67.0,0.93,5.37,6.3,0,punch,93.4,block
43.0,55.0,0.68,7.41,8.09,0,idle,92.9,jump
49.0,37.0,0.1,8.6,8.5,6,move_right,91.6,idle
100.0,100.0,6.04,1.94,7.98,0,special,98.4,jump
76.0,73.0,1.76,7.37,9.13,0,punch,94.6,move_right
55.0,73.0,0.12,4.91,5.04,1,idle,93.4,idle
70.0,67.0,0.31,8.81,8.5,1,special,93.3,block
73.0,76.0,0.56,4.56,5.12,1,kick,95.4,block
100.0,100.0,1.4,7.01,8.41,1,block,96.3,idle
100.0,100.0,6.34,1.89,8.23,1,jump,98.7,idle
40.0,61.0,0.45,7.64,7.19,1,idle,91.5,special
28.0,61.0,0.76,6.97,7.73,3,punch,93.2,block
67.0,88.0,0.97,4.02,4.99,0,punch,94.9,block
70.0,76.0,1.15,5.17,6.32,1,idle,96.6,idle
100.0,100.0,3.97,5.83,9.81,0,punch,98.3,move_right
61.0,79.0,1.4,8.6,10.0,1,kick,93.6,idle
61.0,91.0,1.12,7.32,8.45,3,move_right,94.2,idle
91.0,76.0,1.22,5.99,7.2,0,jump,94.6,block
55.0,61.0,0.2,8.6,8.8,1,jump,92.6,idle
100.0,100.0,2.83,7.12,9.94,0,jump,96.1,move_right
67.0,79.0,0.42,8.19,8.61,0,kick,91.2,block
43.0,34.0,1.29,6.48,7.76,6,move_left,91.5,idle
94.0,94.0,1.9,5.74,7.63,2,move_right,96.1,idle
88.0,94.0,1.5,4.34,5.84,1,idle,96.0,idle
100.0,100.0,2.38,3.14,5.52,0,jump,98.1,move_right
91.0,88.0,1.42,6.32,7.74,3,jump,95.8,idle
52.0,85.0,0.66,7.88,7.22,0,move_right,93.9,block
85.0,85.0,1.47,5.27,6.74,6,move_right,95.6,idle
82.0,82.0,1.42,7.13,8.56,0,special,94.5,block
22.0,64.0,0.62,8.33,8.95,0,jump,92.3,move_right
28.0,70.0,1.32,7.79,9.11,0,jump,93.8,move_right
28.0,49.0,1.47,8.17,6.7,0,punch,89.8,block
76.0,79.0,0.26,4.27,4.53,0,move_right,95.2,kick
100.0,94.0,1.6,5.14,6.73,3,block,98.0,idle
25.0,58.0,1.51,7.93,9.43,2,kick,93.7,idle
100.0,100.0,4.09,5.91,10.0,0,block,96.8,move_right
46.0,46.0,0.88,4.04,4.92,1,punch,94.2,block
85.0,85.0,0.01,5.55,5.56,0,idle,93.9,punch
43.0,79.0,1.67,5.74,7.41,0,move_left,92.7,move_right
91.0,100.0,1.44,3.7,5.14,0,move_left,97.6,kick
100.0,100.0,2.28,5.84,8.12,0,move_right,96.5,move_right
55.0,79.0,1.88,3.97,5.85,2,special,94.7,idle
100.0,91.0,1.28,6.45,7.73,0,move_left,96.7,punch
